t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank,gdop,fim_logdet,size,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,f_obs,f_energy,f_mission,soc,phase,w_obs,w_energy,w_mission,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
33.65,0.2759194431155744,0.2759194431155744,4.790839396758983,1.620249691674875,3,usv1|usv2|usv4,2.0,19.059081213628506,3.0,49.54260429027146,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.059081213628506,-3.4102837631347414,3,2,19.059081213628506,3,49.54260429027146,0.6946708363033501,0.9815002820348036,0.141945833333315,0.0,0.7570444444443467,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.660000000000004,0.2761815758059917,0.2761815758059917,4.734192873536286,1.6917816922358253,3,usv1|usv2|usv4,2.0,19.059397644185264,3.0,49.543214452364616,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.059397644185264,-3.4103169680158896,3,2,19.059397644185264,3,49.543214452364616,0.6946698224446145,0.9815001830039491,0.14193229166664834,0.0,0.7569722222221245,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.67,0.2764381238353647,0.2764381238353647,4.701200943234839,1.664485181198165,3,usv1|usv2|usv4,2.0,19.05971405245753,3.0,49.543823214814985,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.05971405245753,-3.4103501657656654,3,2,19.05971405245753,3,49.543823214814985,0.6946688085223148,0.9815000838819862,0.14191874999998166,0.0,0.7568999999999022,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.68,0.27671298511802384,0.27671298511802384,4.91753130213245,1.8870249402113364,3,usv1|usv2|usv4,2.0,19.060030533570576,3.0,49.5445252571082,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.060030533570576,-3.41038338068761,3,2,19.060030533570576,3,49.5445252571082,0.6946677947448419,0.9814999849676083,0.141905208333315,0.0,0.75682777777768,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.69,0.2769388965016529,0.2769388965016529,4.529455509552184,1.3842445179836669,3,usv1|usv2|usv4,2.0,19.06034679827475,3.0,49.54501474899655,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.06034679827475,-3.4104165416553034,3,2,19.06034679827475,3,49.54501474899655,0.6946667804479648,0.9814998853087512,0.14189166666664832,0.0,0.7567555555554577,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.7,0.27511631047401297,0.27511631047401297,3.8966486176008206,1.4431084765816076,3,usv1|usv2|usv4,2.0,19.05997409789357,3.0,49.544432897218215,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.05997409789357,-3.4103774312047914,3,2,19.05997409789357,3,49.544432897218215,0.6946659525465685,0.9815000528167499,0.14187812499998165,0.0,0.7566833333332355,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.71,0.27535647062653446,0.27535647062653446,3.9255759707502724,1.4760563210905522,3,usv1|usv2|usv4,2.0,19.060286731460536,3.0,49.54505885932123,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.060286731460536,-3.410410235028081,3,2,19.060286731460536,3,49.54505885932123,0.6946649392522147,0.9814999545948428,0.14186458333331498,0.0,0.7566111111110132,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.72,0.27558664073376293,0.27558664073376293,3.7988661398258015,1.3531160974722272,3,usv1|usv2|usv4,2.0,19.060599304320867,3.0,49.5456183335112,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.060599304320867,-3.4104430233376135,3,2,19.060599304320867,3,49.5456183335112,0.6946639258999867,0.9814998562899826,0.1418510416666483,0.0,0.756538888888791,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.730000000000004,0.2758193551436878,0.2758193551436878,3.8329187592551497,1.2822700359408739,3,usv1|usv2|usv4,2.0,19.060911902101658,3.0,49.546189386978796,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.060911902101658,-3.410475816351374,3,2,19.060911902101658,3,49.546189386978796,0.69466291258713,0.9814997580415545,0.14183749999998163,0.0,0.7564666666665687,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.74,0.2760893154581419,0.2760893154581419,4.15580325060105,1.7171945609959358,3,usv1|usv2|usv4,2.0,19.061224716947205,3.0,49.54693513793422,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.061224716947205,-3.4105086587741837,3,2,19.061224716947205,3,49.54693513793422,0.6946618995357521,0.981499660167913,0.14182395833331496,0.0,0.7563944444443464,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
